Time (seconds),Event Type,X Coordinate,Y Coordinate,Element Tag,Element ID,Element Class,Key,Scroll X,Scroll Y,Viewport Width,Viewport Height,Action,Data,Is Cheating
111.308,mousemove,800,341,,,,,,,1536,738,,,FALSE
111.411,mousemove,788,346,,,,,,,1536,738,,,FALSE
111.514,mousemove,784,352,,,,,,,1536,738,,,FALSE
111.617,mousemove,777,364,,,,,,,1536,738,,,FALSE
114.626,mousemove,776,367,,,,,,,1536,738,,,FALSE
114.732,mousemove,768,396,,,,,,,1536,738,,,FALSE
115.108,mousemove,764,421,,,,,,,1536,738,,,FALSE
115.211,mousemove,764,420,,,,,,,1536,738,,,FALSE
115.591,mousemove,764,421,,,,,,,1536,738,,,FALSE
115.713,mousemove,764,429,,,,,,,1536,738,,,FALSE
115.820,mousemove,767,434,,,,,,,1536,738,,,FALSE
115.926,mousemove,788,445,,,,,,,1536,738,,,FALSE
116.200,mousemove,792,448,,,,,,,1536,738,,,FALSE
120.037,mousemove,802,452,,,,,,,1536,738,,,FALSE
